name,x,y,county,ordinal_cat,COVID-19 danger
Chevron,-120.09844640000001,37.4313512,Merced,2,Mild Risk
The Oasis,-120.09793119999999,37.43267150000001,Merced,2,Mild Risk
Unknown Name,-118.29122379999998,34.052099,Los Angeles,3,Medium Risk
Valero,-119.6004939,36.328487,Fresno,3,Medium Risk
Chevron,-119.3131489,36.3260344,Tulare,2,Mild Risk
Shell,-119.1354311,36.3266481,Tulare,2,Mild Risk
Texaco,-119.08929170000002,36.3249625,Tulare,2,Mild Risk
Unknown Name,-118.316469,34.1862528,Los Angeles,3,Medium Risk
Chevron,-118.9037722,36.44273270000001,Tulare,2,Mild Risk
Shell,-122.33851429999999,40.7068116,Shasta,2,Mild Risk
United Gas,-121.5711075,37.0203466,Santa Cruz,2,Mild Risk
Valero,-122.1979012,39.928464700000006,Butte,3,Medium Risk
Chevron,-122.1979719,39.92764860000001,Butte,3,Medium Risk
Shell,-120.64330600000001,35.247811999999996,San Luis Obispo,2,Mild Risk
Neighborhood Gas,-122.5160563,37.5416917,San Mateo,1,Low Risk
Unknown Name,-124.2034811,41.9573519,Del Norte,1,Low Risk
Chevron,-121.96718429999999,37.759035499999996,Contra Costa,2,Mild Risk
Unknown Name,-121.2315905,37.9969972,San Joaquin,3,Medium Risk
76,-121.17421570000002,38.1157185,Calaveras,2,Mild Risk
Shell,-121.1460847,38.166448700000004,Amador,1,Low Risk
Chevron,-117.2060041,32.7493228,San Diego,3,Medium Risk
Chevron,-119.7502858,34.4385132,Santa Barbara,2,Mild Risk
Unknown Name,-120.5125352,38.4919505,Amador,1,Low Risk
76,-120.52803859999999,38.4520787,Amador,1,Low Risk
Chevron,-122.3380004,37.5197319,San Mateo,1,Low Risk
Best Truck Stop,-119.2930825,35.97386510000001,Tulare,2,Mild Risk
Bob's Truck Stop,-119.2914952,35.97178800000001,Tulare,2,Mild Risk
Valero,-121.93438459999999,37.7058214,Alameda,3,Medium Risk
Shell,-121.8875287,37.7049114,Alameda,3,Medium Risk
Chevron,-121.90975619999999,37.7044468,Alameda,3,Medium Risk
76,-121.91033519999999,37.7048559,Alameda,3,Medium Risk
Shell,-121.9095656,37.705482399999994,Alameda,3,Medium Risk
Chevron,-120.6963243,38.7403341,El Dorado,1,Low Risk
Circle K,-120.44075120000001,34.6392229,Santa Barbara,2,Mild Risk
Star 1 Gas,-121.619221,36.672429,Monterey,3,Medium Risk
Dublin Auto Wash,-121.92406270000001,37.705623700000004,Alameda,3,Medium Risk
Valero,-119.659935,35.616812,Kern,3,Medium Risk
Mobil,-119.66072,35.6158,Kern,3,Medium Risk
Rod & Ros,-121.84129180000001,36.6166816,Monterey,3,Medium Risk
Alliance Gasoline,-122.3831524,37.25178070000001,San Mateo,1,Low Risk
Unknown Name,-121.0674947,38.64999210000001,El Dorado,2,Mild Risk
Shell,-122.19714429999999,39.9282857,Butte,3,Medium Risk
Costco Gasoline,-121.97450400000001,37.502409,Alameda,3,Medium Risk
Valero,-123.1162601,38.9709926,Sonoma,2,Mild Risk
76,-123.116747,38.9697104,Sonoma,2,Mild Risk
Self Serve Gasoline,-121.9196547,37.530878,Alameda,3,Medium Risk
Shell,-123.3475622,39.3930118,Lake,1,Low Risk
76,-121.93269609999999,37.272908799999996,Santa Clara,3,Medium Risk
Unknown Name,-121.69776920000001,37.1774415,Santa Clara,3,Medium Risk
Chevron,-120.99415900000001,37.49279620000001,Stanislaus,3,Medium Risk
Chevron,-120.8394492,37.7569406,Stanislaus,2,Mild Risk
76,-120.9392703,37.5950473,Stanislaus,2,Mild Risk
Shell,-116.935372,32.8023965,San Diego,3,Medium Risk
7-Eleven,-117.15463659999999,32.8214987,San Diego,3,Medium Risk
76,-121.26513390000001,37.5394131,San Joaquin,3,Medium Risk
Quik Stop,-122.0732303,37.0476431,Santa Cruz,2,Mild Risk
Valero,-119.9601557,35.9901005,Kings,3,Medium Risk
Valero,-119.96145590000002,35.9919841,Kings,3,Medium Risk
Kettleman City 76,-119.96005790000001,35.988546299999996,Kings,3,Medium Risk
Unknown Name,-121.7984123,38.677258,Yolo,2,Mild Risk
76,-119.96005790000001,35.988546299999996,Kings,3,Medium Risk
CFN,-119.961851,35.9882547,Kings,3,Medium Risk
Unknown Name,-119.22801489999999,35.2674795,Kern,3,Medium Risk
Chevron,-116.91221850000001,33.9254842,Riverside,2,Mild Risk
76,-121.8919815,40.4915343,Shasta,2,Mild Risk
Arco,-121.92664930000001,37.710593599999996,Alameda,3,Medium Risk
Arco,-121.548252,38.577194,Yolo,2,Mild Risk
76,-121.54794540000002,38.576647799999996,Yolo,2,Mild Risk
Valero,-121.53707539999999,38.590869899999994,Yolo,2,Mild Risk
Arco,-121.4205405,38.5968105,Sacramento,3,Medium Risk
Chevron,-121.57628740000001,38.575698700000004,Yolo,2,Mild Risk
Arco,-121.5755003,38.5759214,Yolo,2,Mild Risk
Arco,-122.03202890000001,38.294644,Solano,3,Medium Risk
Chevron,-121.41420330000001,37.761852399999995,San Joaquin,3,Medium Risk
Chevron,-121.8183178,37.70351270000001,Alameda,3,Medium Risk
Shell,-121.4284517,38.599769099999996,Sacramento,3,Medium Risk
Unknown Name,-122.06548980000001,38.2585469,Solano,3,Medium Risk
Chevron,-122.0647088,38.2586777,Solano,3,Medium Risk
Costco Gasoline,-122.1453389,38.2136652,Napa,0,
Arco,-122.13888100000001,38.212850599999996,Napa,0,
Arco,-121.9543673,38.370048,Solano,3,Medium Risk
Chevron,-121.95563,38.3698152,Solano,3,Medium Risk
76,-121.9333413,38.3859126,Yolo,3,Medium Risk
Unknown Name,-118.4534932,34.0327167,Los Angeles,3,Medium Risk
Unknown Name,-118.4531064,34.032249799999995,Los Angeles,3,Medium Risk
Hillside Chevron,-118.35156869999999,33.7990766,Los Angeles,3,Medium Risk
Shell,-124.2033008,41.957272100000004,Del Norte,1,Low Risk
Valero,-121.0751247,36.1876234,San Luis Obispo,1,Low Risk
Valero,-121.99710959999999,37.3964312,Santa Clara,3,Medium Risk
Valero,-119.3999632,35.39951389999999,Kern,3,Medium Risk
Speedy Fuel,-119.3973673,35.40261870000001,Kern,3,Medium Risk
Mobil,-119.3965846,35.4007153,Kern,3,Medium Risk
Travel Centers of America,-119.3967128,35.4012127,Kern,3,Medium Risk
Shell,-121.7578399,36.7651243,Monterey,3,Medium Risk
7-Eleven,-121.80303559999999,36.683480100000004,Monterey,3,Medium Risk
76,-121.8050357,36.681469,Monterey,3,Medium Risk
Shell,-121.83100900000001,37.2371936,Santa Clara,3,Medium Risk
Unknown Name,-116.6094919,34.8186662,San Bernardino,1,Low Risk
Chevron,-120.6987865,35.748686299999996,San Luis Obispo,2,Mild Risk
Valero,-121.0753056,36.1884278,San Luis Obispo,1,Low Risk
76,-118.39665590000001,33.923903100000004,Los Angeles,3,Medium Risk
Chevron,-117.86554050000001,34.020098299999994,Los Angeles,3,Medium Risk
Arco,-120.9590989,37.7323206,Stanislaus,2,Mild Risk
Shell,-121.5053021,38.596170799999996,Sacramento,3,Medium Risk
Unknown Name,-117.43447320000001,34.359925200000006,San Bernardino,1,Low Risk
Shell,-121.45993020000002,38.4956165,Sacramento,3,Medium Risk
76,-121.42745020000001,38.548645799999996,Sacramento,3,Medium Risk
Chevron,-121.42827040000002,38.5514805,Sacramento,3,Medium Risk
Chevron,-121.80143659999999,36.264697399999996,Monterey,3,Medium Risk
76,-122.26117430000001,37.8477109,Alameda,3,Medium Risk
Unknown Name,-118.4858032,34.0237068,Los Angeles,3,Medium Risk
Costco Gasoline,-122.2153551,38.132408500000004,Napa,0,
Unknown Name,-121.22941409999999,40.3091541,Plumas,1,Low Risk
Unknown Name,-118.338029,34.184819,Los Angeles,3,Medium Risk
Arco,-118.3473148,34.1680476,Los Angeles,3,Medium Risk
Unknown Name,-118.33751940000002,34.1974474,Los Angeles,3,Medium Risk
Unknown Name,-118.32536359999999,34.1968174,Los Angeles,3,Medium Risk
Unknown Name,-118.3498361,34.1745852,Los Angeles,3,Medium Risk
Unknown Name,-118.349364,34.18454379999999,Los Angeles,3,Medium Risk
Unknown Name,-116.96686740000001,32.650268100000005,San Diego,3,Medium Risk
Unknown Name,-116.9685465,32.646252600000004,San Diego,3,Medium Risk
76,-124.15400759999999,40.5778128,Mendocino,2,Mild Risk
Fastrip,-120.35825659999999,36.1413537,Fresno,3,Medium Risk
Vallero,-120.3538513,36.1474215,Fresno,3,Medium Risk
Unknown Name,-124.0734844,41.2849706,Del Norte,2,Mild Risk
76,-117.9290943,33.895185600000005,Orange,3,Medium Risk
Stawberry Park Shell,-121.9767618,37.3156093,Santa Clara,3,Medium Risk
Valero,-121.9763072,37.316386,Santa Clara,3,Medium Risk
76,-121.97514309999998,37.3161759,Santa Clara,3,Medium Risk
Unknown Name,-120.13316780000001,37.0194773,Madera,3,Medium Risk
Pilot,-121.9502687,38.86200039999999,Yolo,2,Mild Risk
Pilot (Truck Stop),-121.95100359999998,38.86252460000001,Yolo,2,Mild Risk
Pilot Travel Center,-121.6298617,36.6649289,Monterey,3,Medium Risk
Unknown Name,-116.9532048,32.5683647,San Diego,3,Medium Risk
USA Gas,-118.10841809999998,34.0627817,Los Angeles,3,Medium Risk
Unknown Name,-121.74681729999999,37.9610631,Contra Costa,2,Mild Risk
Unknown Name,-116.54649950000001,33.903018599999996,Riverside,2,Mild Risk
Unknown Name,-121.76053770000001,37.9622592,Contra Costa,2,Mild Risk
Unknown Name,-114.6018777,34.837483399999996,San Bernardino,0,
Chevron,-114.6223867,34.8489205,San Bernardino,0,
Unknown Name,-117.04186670000001,32.6289407,San Diego,3,Medium Risk
Mobil,-114.6052882,33.6077552,Imperial,0,
Moonridge Fuel,-116.88373419999999,34.244443200000006,San Bernardino,1,Low Risk
Alliance,-120.54221979999998,41.4948269,Plumas,1,Low Risk
Chevron,-120.54217690000002,41.4940956,Plumas,1,Low Risk
7-Eleven,-119.722796,34.4013135,Santa Barbara,2,Mild Risk
Shell,-121.4671409,38.57608010000001,Sacramento,3,Medium Risk
Arco,-117.2120134,32.744312300000004,San Diego,3,Medium Risk
Shell,-117.2046909,32.7543034,San Diego,3,Medium Risk
Arco,-117.1952507,32.8347558,San Diego,3,Medium Risk
Unknown Name,-116.8545869,34.2600039,San Bernardino,1,Low Risk
Unknown Name,-116.845883,34.261396500000004,San Bernardino,1,Low Risk
Unknown Name,-121.47639790000001,41.953185299999994,Shasta,1,Low Risk
Arco,-118.795148,34.405186,Ventura,0,
Arco,-119.27098600000001,35.49954010000001,Kern,3,Medium Risk
Chevron,-119.27135390000001,35.5000654,Kern,3,Medium Risk
Shell,-119.26379979999999,35.5002142,Kern,3,Medium Risk
Chevron,-117.8970678,34.5060691,Los Angeles,2,Mild Risk
Valero,-119.39915729999998,35.39928970000001,Kern,3,Medium Risk
County Vehicles Only,-122.0209203,36.9776204,Santa Cruz,2,Mild Risk
Shell,-119.273292,34.267596999999995,Ventura,3,Medium Risk
Arco,-122.0145663,37.33799570000001,Santa Clara,3,Medium Risk
76,-122.013589,37.3532523,Santa Clara,3,Medium Risk
Mobil,-118.55311,34.1863042,Los Angeles,3,Medium Risk
Unknown Name,-118.2913562,34.0906457,Los Angeles,3,Medium Risk
Arco,-118.37044309999999,33.94573629999999,Los Angeles,3,Medium Risk
Crestline Valero,-117.2853108,34.2420617,San Bernardino,1,Low Risk
Shell,-119.808897,36.342717,Fresno,3,Medium Risk
Five Points General Store Shell,-117.2201937,34.2398206,San Bernardino,1,Low Risk
Bonneau's 76,-122.46153500000001,38.235664,Marin,1,Low Risk
Unknown Name,-120.67807890000002,35.3017876,San Luis Obispo,2,Mild Risk
Unknown Name,-120.98368400000001,39.6829351,Plumas,1,Low Risk
Unknown Name,-122.15040590000001,37.753607099999996,Alameda,3,Medium Risk
Unknown Name,-122.1530511,37.7537086,Alameda,3,Medium Risk
Arco,-117.19949380000001,34.120716200000004,San Bernardino,1,Low Risk
Valero,-117.1985906,34.1208526,San Bernardino,1,Low Risk
7-Eleven,-117.2091916,34.1360125,San Bernardino,1,Low Risk
Unknown Name,-123.7887981,39.2707425,Mendocino,2,Mild Risk
Unknown Name,-118.39045300000001,34.032745399999996,Los Angeles,3,Medium Risk
Chevron,-119.68250049999999,36.750925099999996,Fresno,1,Low Risk
U&A Mini Mart,-119.55567179999998,36.735467799999995,Fresno,1,Low Risk
Shell,-122.5035912,37.869155400000004,Marin,1,Low Risk
Arco,-117.95389070000002,33.708635,Orange,3,Medium Risk
Arco,-117.9548358,33.7093146,Orange,3,Medium Risk
Shell,-117.5168846,33.8856355,Riverside,3,Medium Risk
Costco Gasoline,-117.26425929999999,34.0674876,San Bernardino,3,Medium Risk
Costco Gasoline,-117.441088,34.1370844,San Bernardino,3,Medium Risk
Chevron,-120.99421000000001,37.4926752,Stanislaus,3,Medium Risk
Chevron,-121.99961929999999,38.0147496,Contra Costa,2,Mild Risk
BioFuel Oasis,-122.279393,37.8534585,Alameda,3,Medium Risk
Sutter Food and Gas,-121.75441799999999,39.142757,Yuba,3,Medium Risk
Arco,-118.37567079999998,33.959668900000004,Los Angeles,3,Medium Risk
Unknown Name,-121.7290088,38.670944399999996,Yolo,2,Mild Risk
Arco,-121.7289653,38.6758681,Yolo,2,Mild Risk
Quik Stop,-121.7834969,38.691737599999996,Yolo,2,Mild Risk
Unknown Name,-116.9379533,32.5559247,San Diego,3,Medium Risk
Quik Stop,-121.97035759999999,38.2793545,Solano,3,Medium Risk
AmeriGas,-120.4890618,37.274221999999995,Merced,2,Mild Risk
Chevron,-118.46838429999998,34.0013569,Los Angeles,3,Medium Risk
Unknown Name,-120.6158959,35.120982700000006,San Luis Obispo,2,Mild Risk
Unknown Name,-117.97646840000002,33.846545299999995,Orange,3,Medium Risk
Unknown Name,-117.9766362,33.8471737,Orange,3,Medium Risk
Unknown Name,-117.9758888,33.8471815,Orange,3,Medium Risk
Chevron,-122.19722490000001,37.737538,Alameda,3,Medium Risk
Chevron,-118.295098,34.063806,Los Angeles,3,Medium Risk
Chevron,-122.2902663,37.541479700000004,San Mateo,1,Low Risk
Hillsdale car care,-122.29083759999999,37.5411266,San Mateo,1,Low Risk
Shell,-118.425048,35.753358,Kern,0,
Valero,-120.04235849999999,36.973409499999995,Fresno,1,Low Risk
76,-120.0431562,36.9741346,Fresno,1,Low Risk
Chevron,-120.07311580000001,36.9533579,Fresno,1,Low Risk
AM PM,-120.8786233,37.0578432,Merced,3,Medium Risk
Mobil,-118.029876,33.9174813,Los Angeles,3,Medium Risk
Safeway Fuel Station,-121.92644159999999,37.7055,Alameda,3,Medium Risk
Unknown Name,-120.8481107,37.6382591,Stanislaus,2,Mild Risk
CFN,-120.8399,37.0588073,Merced,3,Medium Risk
Valero,-120.45690420000001,36.8572124,Fresno,3,Medium Risk
Valero,-120.374055,36.750282899999995,Fresno,3,Medium Risk
Valero,-119.6236784,36.9705709,Fresno,1,Low Risk
Shell,-119.71098789999999,36.990602700000004,Fresno,1,Low Risk
Kwik Serve,-120.0567585,36.97416060000001,Fresno,1,Low Risk
Country Club 26,-120.07388329999999,36.9966244,Madera,3,Medium Risk
Valero,-120.07379909999999,36.996025,Madera,3,Medium Risk
Mann's Gasoline,-120.0628841,36.9741664,Madera,3,Medium Risk
76,-122.33949109999999,37.5208616,San Mateo,1,Low Risk
Valero,-121.28543300000001,37.9357052,San Joaquin,3,Medium Risk
Chevron,-121.25654779999999,37.9651731,San Joaquin,3,Medium Risk
Valero,-121.2922348,37.9600094,San Joaquin,3,Medium Risk
Beason,-121.26124180000001,37.9770352,San Joaquin,3,Medium Risk
Shell,-121.26013770000002,38.0208315,San Joaquin,3,Medium Risk
Sinclair,-121.31460700000001,38.0214597,San Joaquin,3,Medium Risk
Tehachapi Fastrip,-118.46728159999999,35.1245434,Kern,0,
Wild Rose Texaco,-118.494331,35.12465529999999,Kern,0,
76,-122.3149618,37.55261160000001,San Mateo,1,Low Risk
Unknown Name,-118.52718970000001,34.048261,Los Angeles,3,Medium Risk
Shell,-121.2660101,38.590393799999994,Sacramento,3,Medium Risk
Chevron,-121.0987047,38.4960179,Amador,1,Low Risk
Tower,-121.14535459999999,38.1663537,Amador,1,Low Risk
Shell,-122.40722930000001,37.6480514,San Mateo,1,Low Risk
Shell,-121.4116686,38.5739204,Sacramento,3,Medium Risk
Unknown Name,-121.61293049999999,39.770104499999995,Butte,3,Medium Risk
Unknown Name,-118.3781636,33.9457481,Los Angeles,3,Medium Risk
ARCO AM/PM,-120.88871129999998,37.5362722,Stanislaus,2,Mild Risk
Unknown Name,-118.18528909999998,33.804691,Long Beach,3,Medium Risk
Chevron,-121.2164538,38.6291946,Sacramento,3,Medium Risk
76,-121.17946770000002,38.6846239,Sacramento,3,Medium Risk
Chevron,-121.17856570000001,38.684379299999996,Sacramento,3,Medium Risk
Chevron,-120.02528590000001,39.2373006,Nevada,0,
Shell,-117.4517632,34.4268227,San Bernardino,1,Low Risk
Unknown Name,-117.17507240000002,32.773751000000004,San Diego,3,Medium Risk
76,-117.15951770000001,32.8213401,San Diego,3,Medium Risk
7-Eleven,-117.68836340000001,33.9718597,San Bernardino,3,Medium Risk
AMPM,-117.68938840000001,33.972028200000004,San Bernardino,3,Medium Risk
Costco Gasoline,-117.7434767,34.0140026,San Bernardino,3,Medium Risk
76,-117.6628374,33.9303626,Riverside,3,Medium Risk
76,-120.95050220000002,39.095618200000004,Nevada,0,
Costco Gasoline,-121.298773,38.6906489,Sacramento,3,Medium Risk
Flyers,-119.31348659999999,36.3132149,Tulare,2,Mild Risk
Norco Texaco,-118.9772004,37.649233100000004,Mono,1,Low Risk
Unknown Name,-119.5716564,37.3136055,Fresno,1,Low Risk
Unknown Name,-121.4356028,37.76369879999999,San Joaquin,3,Medium Risk
Maidu Market,-121.0795582,38.879258899999996,Nevada,0,
Shell,-121.4781834,38.4079833,Sacramento,3,Medium Risk
Arco,-118.79674990000001,34.272118799999994,Ventura,0,
Unknown Name,-122.03421909999999,37.9591159,Contra Costa,2,Mild Risk
Unknown Name,-119.650301,35.6155975,Kern,3,Medium Risk
Unknown Name,-119.6501706,35.6158584,Kern,3,Medium Risk
Chevron,-121.9584304,38.026492499999996,Contra Costa,2,Mild Risk
Arco,-121.42964769999999,38.6477087,Sacramento,3,Medium Risk
Shell,-121.87156019999999,37.699743700000006,Alameda,3,Medium Risk
Exxon,-122.1296,37.7049368,Alameda,3,Medium Risk
76,-122.1286955,37.705804799999996,Alameda,3,Medium Risk
Chevron,-118.7532727,35.2948624,Kern,0,
Unknown Name,-119.07053590000001,34.216306599999996,Ventura,3,Medium Risk
Unknown Name,-119.0688649,34.21706810000001,Ventura,3,Medium Risk
7-Eleven,-118.1641791,34.0904278,Los Angeles,3,Medium Risk
Valero,-121.4149856,38.588628899999996,Sacramento,3,Medium Risk
76,-121.96502749999999,37.3296615,Santa Clara,3,Medium Risk
Unknown Name,-121.56240679999999,40.5307464,Nevada,0,
Valero,-121.9828212,36.97596179999999,Santa Cruz,2,Mild Risk
Harbor Way Mart,-122.35963570000001,37.9248192,Contra Costa,2,Mild Risk
Arco,-122.32235039999999,37.9256973,Contra Costa,2,Mild Risk
Mobil,-118.39429209999999,33.983541100000004,Los Angeles,3,Medium Risk
Arco,-120.88851880000001,37.5357306,Stanislaus,2,Mild Risk
The Chairs - BMWOCSD,-116.67227659999999,33.109286,San Diego,1,Low Risk
USA Gas,-117.03357530000001,32.7604324,San Diego,3,Medium Risk
Unknown Name,-121.00071840000001,37.9303102,Stanislaus,2,Mild Risk
Indian Trading Center,-119.2479402,36.74058400000001,Fresno,1,Low Risk
Rotten Robbie,-121.94325570000001,37.2940251,Santa Clara,3,Medium Risk
76,-120.103113,36.07528,Kings,3,Medium Risk
Unknown Name,-118.23728159999999,34.0584589,Los Angeles,3,Medium Risk
Chevron,-118.79487900000001,34.281270500000005,Ventura,0,
Unknown Name,-120.6576226,35.6455507,San Luis Obispo,2,Mild Risk
Unknown Name,-120.6575072,35.6450718,San Luis Obispo,2,Mild Risk
Mobile,-119.2153973,35.270353,Kern,3,Medium Risk
Shell,-121.9229994,37.53907870000001,Alameda,3,Medium Risk
Mobile,-119.02722040000002,35.2670996,Kern,3,Medium Risk
Shell,-119.0270041,35.2670321,Kern,3,Medium Risk
76,-119.7716351,36.7077636,Fresno,1,Low Risk
College Chevron,-122.442555,38.5725357,Napa,0,
Fathom Marine,-122.3781763,37.664141,San Francisco,2,Mild Risk
76,-118.3586635,34.076365700000004,Los Angeles,3,Medium Risk
Shell,-121.972495,37.505692700000004,Alameda,3,Medium Risk
Shell,-121.9532973,37.3877557,Santa Clara,3,Medium Risk
Valero,-116.5844077,34.0437831,San Bernardino,1,Low Risk
K,-116.5832744,34.044803200000004,San Bernardino,1,Low Risk
Valero,-116.4486605,34.1190717,San Bernardino,1,Low Risk
Valero,-116.3155348,34.1352872,San Bernardino,1,Low Risk
Unknown Name,-120.8452817,38.481505,Amador,1,Low Risk
Chevron,-121.42963229999998,38.6445718,Sacramento,3,Medium Risk
Costco Gasoline,-117.07717190000001,32.9861207,San Diego,3,Medium Risk
76,-118.37819259999999,33.94514229999999,Los Angeles,3,Medium Risk
76,-116.3127678,34.1351662,San Bernardino,1,Low Risk
Bassett's Station,-120.59187050000001,39.617636299999994,Nevada,0,
Unknown Name,-121.9320174,37.3049101,Santa Clara,3,Medium Risk
Unknown Name,-116.9975889,32.714680300000005,San Diego,3,Medium Risk
Shop N Save,-121.4239588,36.8530355,Monterey,3,Medium Risk
Unknown Name,-115.4656946,32.6935704,Imperial,2,Mild Risk
76,-121.90983,37.4278417,Santa Clara,3,Medium Risk
Valero,-119.79001799999999,36.82989439999999,Fresno,1,Low Risk
Unknown Name,-121.078682,38.89636760000001,Nevada,0,
Unknown Name,-118.91160079999999,34.1827323,Ventura,3,Medium Risk
Unknown Name,-120.9495535,39.9379588,Plumas,1,Low Risk
Chevron,-120.95072820000001,39.9382778,Plumas,1,Low Risk
ARCO,-116.9627452,32.8187155,San Diego,3,Medium Risk
USA Gasoline,-116.96204240000002,32.818839399999995,San Diego,3,Medium Risk
Eddie's 76,-122.49128870000001,37.649507799999995,San Mateo,1,Low Risk
Unknown Name,-120.03004109999999,39.2375669,Nevada,0,
Mobil,-118.37079720000001,33.9631675,Los Angeles,3,Medium Risk
76,-118.375867,34.0592789,Los Angeles,3,Medium Risk
76,-118.6056125,34.249762200000006,Los Angeles,3,Medium Risk
Arco,-118.33475630000001,34.0252954,Los Angeles,3,Medium Risk
Chevron,-118.33548429999999,34.0258355,Los Angeles,3,Medium Risk
76,-118.30868500000001,34.0180089,Los Angeles,3,Medium Risk
Markleeville Gas Station,-119.78064040000001,38.695556700000004,Calaveras,0,
Unknown Name,-117.29449299999999,34.0914268,San Bernardino,3,Medium Risk
Unknown Name,-118.2612512,34.0684546,Los Angeles,3,Medium Risk
Arco,-117.2082874,34.1075369,San Bernardino,1,Low Risk
Chevron,-117.19433810000001,34.1078532,San Bernardino,1,Low Risk
Circle K,-117.12192179999998,34.0701391,San Bernardino,1,Low Risk
Valero,-117.13353980000001,34.0702438,San Bernardino,1,Low Risk
Chevron,-121.80435120000001,37.651141700000004,Alameda,3,Medium Risk
Arco,-117.13653229999998,34.070337200000004,San Bernardino,1,Low Risk
76,-117.1385727,34.069903499999995,San Bernardino,1,Low Risk
Shell,-122.49113190000001,37.651356,San Mateo,1,Low Risk
Unknown Name,-116.86921129999999,32.9342126,San Diego,3,Medium Risk
Shell,-117.21273570000001,32.7503678,San Diego,3,Medium Risk
Unknown Name,-121.1418567,37.7392402,San Joaquin,3,Medium Risk
Unknown Name,-122.3178956,37.8672778,Alameda,3,Medium Risk
Unknown Name,-117.9072529,33.696090500000004,Orange,3,Medium Risk
Unknown Name,-117.90816229999999,33.696129299999996,Orange,3,Medium Risk
QwikStop,-120.9931665,37.6091441,Stanislaus,2,Mild Risk
Mobile,-120.99308590000001,37.6051972,Stanislaus,2,Mild Risk
Valero,-120.95380490000001,37.589849799999996,Stanislaus,2,Mild Risk
Valero,-121.12701770000001,37.4732872,Stanislaus,3,Medium Risk
Valero,-116.4406426,34.2313836,San Bernardino,1,Low Risk
Olsen Gas & Liquor,-120.9941369,37.60830170000001,Stanislaus,2,Mild Risk
Arco,-120.9941932,37.5980677,Stanislaus,2,Mild Risk
Spirit,-116.4402288,34.2473145,San Bernardino,1,Low Risk
Chevron,-119.8286328,36.75714620000001,Fresno,1,Low Risk
Best Gas 4 Less,-120.9932726,37.612012799999995,Stanislaus,2,Mild Risk
Chevron,-121.00330420000002,37.6350052,Stanislaus,2,Mild Risk
Valero,-120.9943284,37.5663285,Stanislaus,3,Medium Risk
Shell,-121.5218164,38.5695556,Yolo,2,Mild Risk
Chevron,-121.5550093,38.5914516,Yolo,2,Mild Risk
Unknown Name,-121.59045309999999,38.1504389,Contra Costa,2,Mild Risk
Unknown Name,-120.4850987,35.0361637,San Luis Obispo,2,Mild Risk
76,-117.2080648,34.0707881,San Bernardino,1,Low Risk
Shell,-117.55986609999998,34.0645435,San Bernardino,3,Medium Risk
Mobil,-117.52169479999999,33.821521399999995,Riverside,3,Medium Risk
Unknown Name,-119.7367334,36.7654363,Fresno,1,Low Risk
Arco,-117.41728970000001,34.137854,San Bernardino,3,Medium Risk
Arco,-117.3709888,34.1344239,San Bernardino,3,Medium Risk
Circle K,-117.25270520000001,34.1410861,San Bernardino,1,Low Risk
Shell,-117.2527305,34.1436467,San Bernardino,1,Low Risk
Valero,-117.2521864,34.1410484,San Bernardino,1,Low Risk
76,-117.2526787,34.141648100000005,San Bernardino,1,Low Risk
Arco,-117.435349,34.120906299999994,San Bernardino,3,Medium Risk
Chevron,-117.2790465,34.164645799999995,San Bernardino,1,Low Risk
Mobil,-117.2789545,34.144359,San Bernardino,1,Low Risk
Valero,-117.22262520000001,34.229609499999995,San Bernardino,1,Low Risk
Mobil,-122.63385490000002,41.740124200000004,Shasta,2,Mild Risk
Mobil,-122.22840719999999,40.1789559,Shasta,2,Mild Risk
Mobil,-119.2190622,35.2672905,Kern,3,Medium Risk
Mobil,-118.56737820000001,34.3789219,Los Angeles,3,Medium Risk
Mobil,-118.4783414,34.3038635,Los Angeles,3,Medium Risk
Shell,-117.2029116,32.790645399999995,San Diego,3,Medium Risk
Shell,-120.68757109999999,35.1632422,San Luis Obispo,2,Mild Risk
Arco,-121.89713929999999,37.3502919,Santa Clara,3,Medium Risk
Spartan,-121.8907943,37.353350299999995,Santa Clara,3,Medium Risk
Penny Wise,-119.79295079999999,36.7501716,Fresno,1,Low Risk
Unknown Name,-119.8162653,38.75721160000001,Calaveras,0,
Shell,-118.904852,36.439549799999995,Tulare,2,Mild Risk
Flyers CFN,-121.8490134,37.3101367,Santa Clara,3,Medium Risk
Howard's Fast Trip,-117.6873496,35.6148619,Kern,0,
Sage Mart,-117.6880519,35.63677970000001,Kern,0,
PG&E San Jose Service Center,-121.90797920000001,37.33720510000001,Santa Clara,3,Medium Risk
Shall Gas,-118.25017659999999,34.024586,Los Angeles,3,Medium Risk
Unknown Name,-121.84500520000002,37.2879344,Santa Clara,3,Medium Risk
Shell,-121.869722,37.66277570000001,Alameda,3,Medium Risk
76,-121.86998340000001,37.663446,Alameda,3,Medium Risk
Pleasanton Gas Station,-121.87506680000001,37.6627459,Alameda,3,Medium Risk
Unknown Name,-119.72786059999999,36.7938367,Fresno,1,Low Risk
Arco,-118.35817879999999,33.988868,Los Angeles,3,Medium Risk
Unknown Name,-119.35010259999999,36.3241428,Tulare,2,Mild Risk
Mobil,-117.95392199999999,33.7021297,Orange,3,Medium Risk
Unknown Name,-117.9539202,33.702311200000004,Orange,3,Medium Risk
Sly Park Resort,-120.57012579999999,38.7250291,El Dorado,1,Low Risk
